NCT.ID,Title,Recruitment,Study.Results,Conditions,Interventions,Sponsors,Gender,Age.Groups,Phases,Enrollment,Funded.Bys,Study.Types,Study.Designs,Other.IDs,First.Received,Start.Date,Completion.Date,Last.Updated,Last.Verified,Acronym,Primary.Completion.Date,Outcome.Measures,URL,study.location,Drug,FDA_app,Number_ints,Brand_name_in_trial
NCT00511706,Safety and Efficacy of a New Treatment as Adjunctive Therapy to Anti-VEGF Treatment in Patients With Age-Related Macular Degeneration,Completed,No Results Available,Choroidal Neovascularization|Age-Related Maculopathy,Drug: Dexamethasone and ranibizumab|Other: Sham injection and ranibizumab,Allergan,Both,Adult|Senior,Phase II,243,Industry,Interventional,"Allocation: Randomized|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Single Group Assignment|Masking: Double Blind (Subject, Caregiver, Outcomes Assessor)|Primary Purpose: Treatment",206207-016,08/02/2007,01/11/2007,01/03/2009,4/15/2010,01/04/2010,,01/03/2009,Time to retreat with ranibizumab|Visual Acuity|Central Retinal Thickness (OCT)|Lesion size (FA)|Quality of Life questionnaires,http://ClinicalTrials.gov/show/NCT00511706,"United States, &nbsp; Australia, &nbsp; Israel",1,1,2,0
NCT00511836,"ALK21-018: Effects of Medisorb?Û Naltrexone (VIVITROL?Û) on Alcohol Craving in Treatment-seeking, Alcohol-dependent Adults",Completed,Has Results,Alcohol Dependence,Drug: VIVITROL 380 mg|Drug: Placebo,Alkermes,Both,Adult,Phase IV,31,Industry,Interventional,"Allocation: Randomized|Control: Placebo Control|Endpoint Classification: Pharmacodynamics Study|Intervention Model: Parallel Assignment|Masking: Double Blind (Subject, Caregiver, Investigator, Outcomes Assessor)|Primary Purpose: Treatment",ALK21-018,08/02/2007,01/07/2007,01/10/2009,12/09/2010,01/12/2010,,01/06/2009,Change From Baseline in Blood Oxygen-level-dependent (BOLD) Signal Activation Values Detected in the Reward Circuitry of the Brain in Alcohol-dependent Subjects After Presentation of Alcohol-related Cues.|Change From Baseline in BOLD Signal Activation Values for the Inferior Frontal Gyrus|Change From Baseline in BOLD Signal Activation Values in the Reward Circuitry|Change From Baseline in Obsessive-Compulsive Drinking Scale (OCDS) Score in Alcohol-dependent Subjects|Change From Baseline in Daily Craving Score in Alcohol-dependent Subjects (Actiwatch Data),http://ClinicalTrials.gov/show/NCT00511836,United States,1,1,2,1
NCT00512083,Phase II Study of AS1411 Combined With Cytarabine to Treat Acute Myeloid Leukemia,Completed,No Results Available,"Leukemia, Myeloid",Drug: AS1411,Antisoma Research,Both,Adult|Senior,Phase II,70,Industry,Interventional,Allocation: Randomized|Control: Active Control|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Masking: Open Label|Primary Purpose: Treatment,AS1411-C-201,08/06/2007,01/07/2007,NA,9/24/2009,01/09/2009,,01/04/2009,The prorportion of patients achieving a completel response (CR) after the first cycle of treatment in each treatment group,http://ClinicalTrials.gov/show/NCT00512083,"United States, &nbsp; New Zealand",1,0,1,NA
NCT00512135,Safety and Efficacy of NT 201 in the Treatment of Glabellar Frown Lines,Completed,No Results Available,Glabellar Lines,"Drug: Injection of: NT 201, a Botulinum neurotoxin type A, free of complexing proteins",Merz Pharmaceuticals GmbH,Both,Adult|Senior,Phase III,796,Industry,Interventional,Allocation: Non-Randomized|Control: Uncontrolled|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment,MRZ 60201-0609/1,08/06/2007,01/06/2007,NA,1/21/2010,01/01/2010,,01/12/2009,- Safety endpoints - Investigator's assessment - Patient's assessment,http://ClinicalTrials.gov/show/NCT00512135,"United States, &nbsp; Canada, &nbsp; Germany",1,1,1,1
NCT00513019,Double-Blind Lamictal (Lamotrigine) in Neurotic Excoriation,Completed,No Results Available,Neurotic Excoriation|Pathologic Skin Picking|Psychogenic Excoriation|Dermatillomania,Drug: Lamictal (lamotrigine)|Drug: Placebo,University of Minnesota - Clinical and Translational Science Institute,Both,Adult,Phase II,35,Other,Interventional,"Allocation: Randomized|Control: Placebo Control|Endpoint Classification: Efficacy Study|Intervention Model: Single Group Assignment|Masking: Double Blind (Subject, Investigator)|Primary Purpose: Treatment",0703M03384,08/07/2007,01/08/2007,01/09/2009,3/23/2010,01/03/2010,,01/08/2009,The Yale-Brown Obsessive Compulsive Scale Modified for Neurotic Excoriation (NE-YBOCS) will be the primary outcome measure,http://ClinicalTrials.gov/show/NCT00513019,United States,1,1,2,1
NCT00513214,Safety and Pharmacokinetics Study of XOMA 052 in Subjects With Type 2 Diabetes Mellitus,Completed,No Results Available,Type 2 Diabetes,Drug: XOMA 052|Drug: Placebo,XOMA (US) LLC,Both,Adult|Senior,Phase I|Phase II,72,Industry,Interventional,"Allocation: Randomized|Control: Placebo Control|Endpoint Classification: Safety Study|Intervention Model: Parallel Assignment|Masking: Double Blind (Subject, Investigator)|Primary Purpose: Treatment",X052073,08/07/2007,01/07/2007,01/02/2010,03/12/2010,01/03/2010,,01/06/2009,"Safety assessed by pre- and post-treatment serial measurements of vital signs, clinical laboratory assessments, and treatment-emergent adverse events.|Pharmacokinetic assessments from serum samples collected at time points specified in the protocol.|Assessment of inflammatory markers CRP and ESR collected at time points specified in the protocol.|Glucose Control assessed by the collection of HbA1c, fructosamine, and fasting plasma glucose (FPG) at time points specified in the protocol.",http://ClinicalTrials.gov/show/NCT00513214,United States,1,0,2,NA
NCT00513305,"Study of Low-Dose Cytarabine in Combination With Arsenic Trioxide, Compared With Low-Dose Cytarabine Alone, for the Treatment of Elderly Patients With Acute Myeloid Leukemia",Completed,No Results Available,Acute Myeloid Leukemia,Drug: Arsenic Trioxide and Low-Dose Cytarabine|Drug: low-dose cytarabine (LDAC) plus arsenic trioxide,Cephalon,Both,Adult|Senior,Phase III,67,Industry,Interventional,Allocation: Randomized|Control: Active Control|Intervention Model: Parallel Assignment|Masking: Open Label|Primary Purpose: Treatment,C18477/3059/AM/US-CA,08/06/2007,01/10/2007,01/12/2009,4/23/2010,01/04/2010,,01/07/2009,The primary objective is to determine whether low dose cytarabine (LDAC) in combination with arsenic trioxide is more effective than low dose cytarabine alone in achieving complete remission (CR) in elderly patients.|Evaluate the safety of treatment with LDAC in combination with arsenic trioxide,http://ClinicalTrials.gov/show/NCT00513305,"United States, &nbsp; Canada",1,1,2,0
NCT00514371,A Study of Tanespimycin (KOS-953) in Patients With Relapsed-refractory Multiple Myeloma,Completed,No Results Available,Multiple Myeloma,Drug: tanespimycin and bortezomib,Bristol-Myers Squibb,Both,Adult|Senior,Phase II|Phase III,0,Industry,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Open Label|Primary Purpose: Treatment,CA200-003|KAG-302,08/08/2007,01/08/2007,01/02/2009,9/15/2010,01/11/2009,TIME-2,01/02/2009,Objective Response Rate|Response rate between treatment arms and time-to-event endpoints.,http://ClinicalTrials.gov/show/NCT00514371,United States,1,0,1,NA
NCT00515086,Study of Everolimus in Patients With Recurrent Glioblastoma Multiforme,Completed,No Results Available,Glioblastoma Multiforme,Drug: everolimus,Novartis Pharmaceuticals,Both,Adult|Senior,Phase II,41,Industry,Interventional,Allocation: Randomized|Control: Uncontrolled|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Masking: Open Label|Primary Purpose: Treatment,CRAD001C2410,08/10/2007,01/10/2006,NA,6/21/2010,01/06/2010,,01/12/2009,Arm 1: To explore the biological effectiveness of 2 doses of RAD001 measured by inhibition of S6 phosphokinase in GBM tumor cells.|Arm 2: To determine the efficacy of RAD001 in patients with recurrent GBM as measured by the objective response rate.|Arm 1: To determine blood and brain tissue levels of RAD001|Arm 1: To measure time to progression after salvage surgery while receiving treatment with a fixed dose of daily RAD001|Arm 1: To define the safety profile of daily RAD001 administration in patients with recurrent GBM.|Arm 2: To correlate response with biomarkers for the PTEN and EGFR pathways|Arm 2: To determine the progression free survival at 3 months post-treatment in patients with recurrent GBM receiving RAD001.,http://ClinicalTrials.gov/show/NCT00515086,United States,1,1,1,1
NCT00515177,Mindfulness Versus Pharmacotherapy for Chronic Insomnia: A Pilot Study,Completed,No Results Available,Chronic Insomnia|Primary Insomnia,Behavioral: Mindfulness-Based Stress Reduction|Drug: eszopiclone,"University of Minnesota - Clinical and Translational Science Institute|Hennepin County Medical Center, Minneapolis",Both,Adult,Phase II|Phase III,40,Other,Interventional,Allocation: Randomized|Control: Active Control|Endpoint Classification: Efficacy Study|Intervention Model: Parallel Assignment|Masking: Single Blind (Outcomes Assessor)|Primary Purpose: Treatment,0705M09301,08/10/2007,01/08/2007,01/06/2009,11/01/2010,01/11/2010,MVP#1,01/06/2009,Pittsburgh Sleep Quality Index (PSQI)|Insomnia Severity Index|Actigraphy|State-Trait Anxiety Inventory (STAI)|Center for Epidemiological Studies Depression Scale (CES-D)|Medical Outcome Study Short Form (SF-12),http://ClinicalTrials.gov/show/NCT00515177,United States,1,1,2,1
NCT00515320,Study of Fluoxetine in Autism,Completed,No Results Available,Autistic Disorder,Drug: Fluoxetine|Drug: Placebo,Neuropharm|Autism Speaks,Both,Child,Phase III,158,Industry|Other,Interventional,"Allocation: Randomized|Control: Placebo Control|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Masking: Double Blind (Subject, Caregiver, Investigator, Outcomes Assessor)|Primary Purpose: Treatment",NPL-2008-4-AUTUS-004,08/10/2007,01/08/2007,01/01/2009,2/23/2009,01/02/2009,SOFIA,01/01/2009,"The percentage change from baseline to the endpoint visit for the CYBOCS-PDD score.|The time and dose related course of therapeutic effects|The inter-relationship between these effects in the context of global clinical changes.|The indirect effects on patient caregivers of the dose regime in these subjects compared to placebo during treatment.|Safety measures will be physical examination, vital signs, EKG/ECG & clinical laboratory tests.",http://ClinicalTrials.gov/show/NCT00515320,United States,1,1,2,1
NCT00515788,DepoCyt Plus Temozolomide in Patients With Neoplastic Meningitis,Completed,No Results Available,Neoplastic Meningitis,Drug: DepoCyt|Drug: Temozolomide,"M.D. Anderson Cancer Center|Enzon Pharmaceuticals, Inc.|Schering-Plough",Both,Adult|Senior,Phase I|Phase II,11,Other|Industry,Interventional,Allocation: Non-Randomized|Control: Uncontrolled|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment,2005-0135,8/13/2007,01/02/2006,01/06/2009,6/30/2009,01/06/2009,,01/06/2009,Maximum Tolerated Dose,http://ClinicalTrials.gov/show/NCT00515788,United States,1,1,2,1
NCT00517933,Sildenafil Trial of Exercise Performance in Idiopathic Pulmonary Fibrosis,Completed,No Results Available,"Pulmonary Fibrosis|Hypertension, Pulmonary",Drug: Sildenafil Citrate|Other: Placebo,"National Heart, Lung, and Blood Institute (NHLBI)|Pfizer",Both,Adult|Senior,Phase III,180,NIH|Industry,Interventional,"Allocation: Randomized|Control: Placebo Control|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Masking: Double Blind (Subject, Investigator, Outcomes Assessor)|Primary Purpose: Treatment",507|5 U10 HL080413-01,8/15/2007,01/08/2007,01/10/2009,2/19/2010,01/02/2010,STEP-IPF,01/05/2009,"Change in 6-minute walk distance (defined as greater than or equal to 20% improvement or less than 20% improvement)|Change in dyspnea|Change in oxygen desaturation measures (time, distance, recovery time) during 6-minute walk test|Change in forced vital capacity (FVC) and diffusing capacity of the lung for carbon monoxide (DLCO)|Change in quality of life|Change in 6-minute walk distance",http://ClinicalTrials.gov/show/NCT00517933,United States,1,1,2,1
NCT00518089,A Study of the Safety and Efficacy of Gatifloxacin in Patients With Bacterial Conjunctivitis,Completed,No Results Available,Bacterial Conjunctivitis,Drug: Gatifloxacin 0.5% eye drops|Drug: placebo eye drops,Allergan,Both,Child|Adult|Senior,Phase III,859,Industry,Interventional,"Allocation: Randomized|Control: Placebo Control|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Masking: Double Blind (Subject, Caregiver, Investigator, Outcomes Assessor)|Primary Purpose: Treatment",198782-005,8/16/2007,01/02/2008,01/01/2009,11/30/2009,01/11/2009,,01/01/2009,Proportion of patients with clearing of conjunctival hyperemia and conjunctival discharge|Microbiological cure|Clinical improvement of ocular signs|Clinical improvement of ocular symptoms,http://ClinicalTrials.gov/show/NCT00518089,"United States, &nbsp; India",1,1,2,0
NCT00518713,Clobazam in Patients With Lennox-Gastaut Syndrome,Completed,No Results Available,"Epilepsy|Epilepsy, Generalized|Seizures",Drug: Clobazam|Drug: Clobazam|Drug: Clobazam|Drug: Placebo,Lundbeck Inc.,Both,Child|Adult,Phase III,238,Industry,Interventional,"Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double Blind (Subject, Caregiver, Investigator)|Primary Purpose: Treatment",13110A|OV1012,8/20/2007,01/08/2007,01/04/2010,5/27/2010,01/05/2010,,01/12/2009,"Percent reduction in number of drop seizures (average per week) from the 4-week baseline period compared to the 12-week maintenance period.|Percent reduction in number of drop seizures (average per week) from the 4-week baseline period compared to the first 8 weeks of the maintenance period.|Percent reduction in number of drop seizures (average per week) from the 4-week baseline period compared to the first 4 weeks of the 12-week maintenance period.|Percent reduction in number of drop seizures (average per week) from the 4-week baseline period compared to the middle 4 weeks of the 12-week maintenance period.|Percent reduction in number of drop seizures (average per week) from the 4-week baseline period compared to the last 4 weeks of the 12-week maintenance period.|Percent of patients considered treatment responders defined as those with a >=25%, >=50%, >=75%, 100% reduction in drop seizures (average per week) from the 4-week baseline period compared to the 12-week maintenance period.|Percent of patients considered treatment responders defined as those with a >=25%, >=50%, >=75%, 100% reduction in drop seizures (average per week) from the 4-week baseline period compared to the first 8 weeks of the maintenance period.|Tolerance will be assessed in study responders who have a mean of >=50% improvement in reduction of drop seizures over any 4-week consecutive period during the first 8 weeks of maintenance treatment compared to mean number of drop seizures at baseline.|Investigator global evaluations of the patient's overall change in symptoms.|Parent/caregiver global evaluations of the patient's overall change in symptoms.",http://ClinicalTrials.gov/show/NCT00518713,"United States, &nbsp; Australia, &nbsp; Belarus, &nbsp; India, &nbsp; Lithuania, &nbsp; Serbia",1,0,4,NA
NCT00518986,Study to Evaluate the Efficacy and Safety of Armodafinil as Treatment for Adults With Excessive Sleepiness Associated With Obstructive Sleep Apnea/Hypopnea Syndrome With Comorbid Major Depressive Disorder or Dysthymic Disorder,Completed,No Results Available,Sleep Disorders|Obstructive Sleep Apnea|Major Depressive Disorder|Dysthymic Disorder,Drug: armodafinil|Drug: placebo,Cephalon,Both,Adult,Phase IV,250,Industry,Interventional,"Allocation: Randomized|Control: Placebo Control|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Masking: Double Blind (Subject, Investigator)|Primary Purpose: Treatment",C10953/4024/ES/US,8/17/2007,01/10/2007,01/03/2009,05/08/2009,01/05/2009,,01/03/2009,MWT mean sleep latency assessed at week 12 (or last postbaseline observation) and CGI-C ratings assessed at week 12 (or last postbaseline observation).|ESS assessed at week 12 (or last postbaseline observation).,http://ClinicalTrials.gov/show/NCT00518986,United States,1,1,2,1
NCT00519818,Comparison of Two Forms of Hydrocortisone in Patients With Congenital Adrenal Hyperplasia,Completed,No Results Available,Congenital Adrenal Hyperplasia|21-Hydroxylase Deficiency|Adrenogenital Syndrome,Drug: Chronocort for the treatment of CAH,Diurnal Limited|National Institutes of Health Clinical Center (CC),Both,Child|Adult,Phase I|Phase II,20,Industry|NIH,Interventional,Allocation: Non-Randomized|Control: Active Control|Endpoint Classification: Pharmacokinetics/Dynamics Study|Intervention Model: Crossover Assignment|Masking: Open Label|Primary Purpose: Treatment,070211|07-CH-0211,8/22/2007,01/08/2007,01/05/2009,10/06/2010,01/10/2010,,01/05/2009,"Chronocort vs. Cortef cortisol concentrations (max, min, AUC).|Changes in adrenal hormone concentrations, changes in fatigue, changes in weight.",http://ClinicalTrials.gov/show/NCT00519818,United States,1,0,1,NA
