"","Rank","NCT.ID","Title","Recruitment","Study.Results","Conditions","Interventions","Sponsors","Gender","Age.Groups","Phases","Enrollment","Funded.Bys","Study.Types","Study.Designs","Other.IDs","First.Received","Start.Date","Completion.Date","Last.Updated","Last.Verified","Acronym","Primary.Completion.Date","Outcome.Measures","URL","study.location"
"37898",37898,"NCT00385645","Atazanavir or Lopinavir in HIV Post-exposure Prophylaxis","Completed","No Results Available","HIV Infections","Drug: Combivir+Kaletra|Drug: Combivir+Reyataz","Hospital Clinic of Barcelona","Both","Adult|Senior","Phase IV",255,"Other","Interventional","Allocation: Randomized|Control: Active Control|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Masking: Open Label|Primary Purpose: Prevention","DATEM-PEP","October 10, 2006","01/05/2006",2009-08-01,"March 30, 2010","01/03/2010","",2009-08-01,"Proportions of patients completing 28-day antiretroviral treatment (ARVT)|Proportion of HIV-seropositive at 6 months|Incidence of adverse effects (clinical and laboratory) during ARVT|Adherence to ARVT, time to adherence loss.","http://ClinicalTrials.gov/show/NCT00385645",NA
"37912",37912,"NCT00397345","TroVax Renal Immunotherapy Survival Trial","Completed","No Results Available","Clear Cell Renal Carcinoma","Biological: Trovax","Oxford BioMedica","Both","Adult|Senior","Phase III",700,"Industry","Interventional","Allocation: Randomized|Control: Placebo Control|Endpoint Classification: Efficacy Study|Intervention Model: Parallel Assignment|Masking: Double Blind (Subject, Caregiver, Investigator)|Primary Purpose: Treatment","TV3/001/06","November 8, 2006","01/09/2006",2009-12-01,"June 4, 2010","01/06/2010","",2009-12-01,"overall survival","http://ClinicalTrials.gov/show/NCT00397345",NA
"37921",37921,"NCT00371345","Study of Dasatinib (BMS-354825) in Patients With Advanced Estrogen/Progesterone Receptor-positive (ER+/PR+) or Her2/Neu-positive (Her2/Neu+)Breast Cancer","Completed","Has Results","Breast Cancer|Metastasis","Drug: Dasatinib|Drug: Dasatinib 100 mg","Bristol-Myers Squibb","Female","Adult|Senior","Phase II",92,"Industry","Interventional","Allocation: Non-Randomized|Control: Uncontrolled|Endpoint Classification: Efficacy Study|Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment","CA180-088","September 1, 2006","01/12/2006",2009-05-01,"October 7, 2010","01/10/2010","",2009-03-01,"Number of Participants With Objective Response|Percentage of Participants With Objective Response|Best Overall Response|Number of Response-evaluable Participants With Disease Control (DCR)|Percentage of Response-evaluable Participants With Disease Control (DCR)|Number of Participants Who Progressed|Median Progression Free Survival (PFS)|Percentage of Participants With Progression-free Survival (PFS) at Weeks 9, 17, and 25|Duration Of Objective Response|Number of Participants With Death, Adverse Events (AEs), and AEs Leading to Discontinuation|Number of Participants With On-study CTCAE Version 3.0 Grade 3-4 Laboratory Abnormalities|Number of Participants With Serious AEs (SAEs), Drug-related AEs, Drug-related SAEs, and Drug-Related Grade 3 AEs|Number Of Participants With Notable Drug-related AEs|Pharmacokinetics (PK): Plasma Concentration of Dasatinib at Week 3|PK: Plasma Concentration of Dasatinib at Week 7 or Week 9|Pharmacodynamics: Percent Change From Baseline In Plasma Level of Collagen Type IV at Week 3 in Participants With and Without DCR|Pharmacodynamics: Percent Change From Baseline In Plasma Level of Collagen Type IV at Week 5 in Participants With and Without DCR|Pharmacodynamics: Percent Change From Baseline In Plasma Level of VEGFR2 at Week 3 in Participants With and Without DCR|Pharmacodynamics: Percent Change From Baseline In Plasma Level of VEGFR2 at Week 5 in Participants With and Without DCR","http://ClinicalTrials.gov/show/NCT00371345",NA
"37932",37932,"NCT00433745","Vaccination for Patients With High Risk Cancers of the Blood","Completed","No Results Available","Myelodysplastic Syndrome|Acute Myeloid Leukemia (AML)|Chronic Myeloid Leukemia (CML)","Drug: WR 1 and PR 1 Peptide Vaccine","National Heart, Lung, and Blood Institute (NHLBI)","Both","Adult|Senior","Phase II",4,"NIH","Interventional","Allocation: Non-Randomized|Control: Uncontrolled|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment","070091|07-H-0091","February 9, 2007","01/02/2007",2009-11-01,"March 26, 2010","01/11/2009","",2009-11-01,"The primary objectives will to evaluate the efficacy and toxicity associated with the immunotherapy approach of lymphodepletion, lymphocyte infusion, and WT1 vaccination in selected patients with hematological malignancies.|Secondary objectives will include evaluation of disease response by following the numbers of WT1 expressing cells in blood, hematological measurements (reduction in marrow blast cells, changes in blood counts), transfusion dependence, and time t...","http://ClinicalTrials.gov/show/NCT00433745",NA
"37937",37937,"NCT00444145","Do Laryngeal Tissue Changes in Patients Suspected of Having Laryngopharyngeal Reflux Predict Response to Treatment?","Completed","No Results Available","Larynx Disease|Gastroesophageal Reflux","Drug: Lansoprazole Tablet|Procedure: Esophageal and Laryngeal Biopsies","Vanderbilt University","Both","Adult|Senior","Phase IV",30,"Other","Interventional","Allocation: Non-Randomized|Control: Active Control|Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment","61244","March 5, 2007","01/03/2007",2009-12-01,"November 12, 2010","01/11/2010","biopsy II",2009-03-01,"Dilation of intracellular spaces 3 months after therapy","http://ClinicalTrials.gov/show/NCT00444145",NA
"37948",37948,"NCT00462345","A Study of MabThera (Rituximab) in Combination With Methotrexate in Patients With Rheumatoid Arthritis Who Have Had an Inadequate Response to Anti-TNF Therapies.","Completed","No Results Available","Rheumatoid Arthritis","Drug: rituximab [MabThera/Rituxan]|Drug: Methotrexate","Hoffmann-La Roche","Both","Adult|Senior","Phase IV",40,"Industry","Interventional","Allocation: Non-Randomized|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment","ML20934","April 18, 2007","",2009-07-01,"October 15, 2009","01/10/2009","",2009-07-01,"Percentage of patients with ACR 20 response|ACR 50/70; change in DAS; EULAR response; changes in ACR core set; SF-36; radiographic analysis.|AEs, laboratory parameters, immunology parameters","http://ClinicalTrials.gov/show/NCT00462345",NA
"37959",37959,"NCT00476645","Fulvestrant in Hormone Refractory Prostate Cancer","Completed","No Results Available","Prostatic Neoplasms|Prostate Cancer|Prostate Cancer Localized Disease|Prostate Cancer Metastatic Disease","Drug: Fulvestrant","Stanford University|AstraZeneca","Male","Adult|Senior","Phase II",20,"Other|Industry","Interventional","Allocation: Non-Randomized|Control: Uncontrolled|Endpoint Classification: Efficacy Study|Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment","PROS0010|96025|PROS0010","May 18, 2007","01/09/2006",2009-12-01,"July 23, 2010","01/07/2010","",2009-09-01,"Efficacy, defined as the first evidence of a total serum PSA decline of >50% from baseline maintained for at least 28 days and confirmed with two consecutive measurements taken two weeks apart|Time to progression, defined as the time from first administration of study drug to the first observation of disease progression|Disease progression, defined as an increase of >25% over the baseline PSA on two consecutive measurements two weeks apart, need for palliative therapy, or a decline in at least 20% in KPS|Time to sustained biochemical response, defined as the time from first administration of drug to first evidence of sustained response|Duration of sustained response, defined as time from PSA decrease of >50% from baseline to the first evidence of disease progression","http://ClinicalTrials.gov/show/NCT00476645",NA
"37968",37968,"NCT00488345","Study Evaluating the Pharmacokinetics (PK), Safety, and Tolerability of Tigecycline in Patients 8 to 11 Years of Age","Completed","No Results Available","Bacterial Infections|Intra-abdominal Infection|Pneumonia, Bacterial|Skin Diseases, Bacterial|Skin Diseases, Infectious","Drug: Tygacil","Wyeth","Both","Child","Phase II",59,"Industry","Interventional","Allocation: Randomized|Control: Dose Comparison|Endpoint Classification: Pharmacokinetics Study|Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment","3074K4-2207","June 18, 2007","01/12/2007",2009-09-01,"September 22, 2009","01/09/2009","",2009-09-01,"Six samples. Serum Tigecycline concentrations to determine individual PK parameters using noncompartmental methods including Cmax, tmax, AUC and clearance. Population PK methods to investigate the impact of covariates: age, weight and height|Tolerability and safety: Vital signs, adverse events, laboratory. Interim safety data reviews planned to validate escalation to the next dose cohort.Clinical response: cure, failure, or indeterminate.","http://ClinicalTrials.gov/show/NCT00488345",NA
"37989",37989,"NCT00523445","The Effects of Varenicline on Cognitive Function in Patients With Schizophrenia","Completed","No Results Available","Schizophrenia","Drug: Varenicline(Chantix)|Drug: Placebo","Inje University|Stanley Medical Research Institute","Both","Adult","Phase III",120,"Other","Interventional","Allocation: Randomized|Control: Placebo Control|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Masking: Double Blind (Subject, Investigator)|Primary Purpose: Treatment","Varenicline07|07TAS-1051","August 30, 2007","01/09/2007",2009-07-01,"August 3, 2009","01/08/2009","",2009-06-01,"To examine the effects of varenicline treatment used concomitantly with antipsychotic medications, on cognitive dysfunction in people with schizophrenia.|To evaluate the effect of this combination therapy on smoking in people with schizophrenia.","http://ClinicalTrials.gov/show/NCT00523445",NA
"37991",37991,"NCT00522145","Study of XL647 in Subjects With NSCLC Who Have Progressed After Responding to Treatment With Gefitinib or Erlotinib","Completed","No Results Available","Carcinoma, Non-Small-Cell Lung","Drug: XL647","Symphony Evolution, Inc.","Both","Adult|Senior","Phase II",41,"Industry","Interventional","Allocation: Non-Randomized|Control: Uncontrolled|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment","XL647-203","August 27, 2007","01/05/2007",2010-02-01,"February 18, 2010","01/02/2010","",2009-10-01,"Determine the best confirmed response rate|Safety and tolerability of XL647 administered daily|Progression-free survival, duration of response, and overall survival|Further characterize the pharmacokinetic (PK) parameters","http://ClinicalTrials.gov/show/NCT00522145",NA
"37999",37999,"NCT00535145","Study to Measure the Safety of Paliperidone ER (Extended-release) in Patients With Liver Disease","Completed","No Results Available","Schizophrenia|Schizoaffective Disorder|Psychotic Disorders","Drug: Treatment as usual (TAU), Paliperidone ER","Ortho-McNeil Janssen Scientific Affairs, LLC","Both","Adult|Senior","Phase III",121,"Industry","Interventional","Allocation: Non-Randomized|Endpoint Classification: Safety Study|Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment","CR014341|R076477SCH4005","September 24, 2007","01/10/2007",2009-02-01,"October 28, 2010","01/10/2010","",2009-02-01,"The primary safety outcome of the trial is the difference in the incidence of any adverse events when patients switch their antipsychotic from TAU to paliperidone ER.|Various measures of efficacy and safety including PANSS, CGI, MSQ, sleep VAS, SF-36, and PSP will be assessed at different visits throughout the course of the study.","http://ClinicalTrials.gov/show/NCT00535145",NA
"38000",38000,"NCT00537745","Vivitrol for Reducing Driving While Impaired Behavior Among Repeat Offenders","Completed","No Results Available","Alcohol Consumption","Drug: Vivitrol (Medication Therapy)|Other: Individual Compliance Enhancement (Medication Management Therapy)","Pacific Institute for Research and Evaluation|Cephalon","Both","Adult|Senior","Phase IV",14,"Other|Industry","Interventional","Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment","C18816/6075/DP/US|0328.01.01","September 28, 2007","01/04/2007",2009-05-01,"May 6, 2009","01/05/2009","",2009-05-01,"Evidence of attempts to drive after drinking","http://ClinicalTrials.gov/show/NCT00537745",NA
"38004",38004,"NCT00545545","Safety/Efficacy Study of Imprime PGG With Cetuximab in Patients With Recurrent/Progressive Colorectal Carcinoma","Completed","No Results Available","Recurrent Colorectal Carcinoma|Progressive Colorectal Carcinoma","Biological: Safety and efficacy of escalating doses|Biological: Safety and efficacy of escalating doses.","Biothera","Both","Adult|Senior","Phase I|Phase II",48,"Industry","Interventional","Allocation: Non-Randomized|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Masking: Open Label|Primary Purpose: Treatment","BT-CL-PGG-CRC0713","October 16, 2007","01/10/2007",2009-12-01,"March 30, 2010","01/03/2010","",2009-12-01,"To determine safety and maximum tolerated dosage of Imprime PGGwhen used in combination with cetuximab with and without irinotecan therapy in patients with recurrent/progressive colorectal carcinoma previously treated with a 5-FU regimen.|To determine the pharmacokinetic (PK) profile of Imprime PGG administered in combination with cetuximab with concomitant irinotecan therapy in patients with colorectal cancer.|To determine the tumor response rates (complete response, partial response, stable disease, overall response rate), time to progression, duration of overall tumor response, and the duration of stable disease in patients receiving the combination therapy.","http://ClinicalTrials.gov/show/NCT00545545",NA
"38047",38047,"NCT00614445","The Efficacy Of Diclectin?ó For Nausea And Vomiting Of Pregnancy","Completed","No Results Available","Nausea and Vomiting of Pregnancy","Drug: doxylamine succinate 10 mg/pyridoxine hydrochloride 10 mg|Drug: Placebo","Duchesnay Inc.|Premier Research Group plc","Female","Adult|Senior","Phase III",280,"Industry","Interventional","Allocation: Randomized|Control: Placebo Control|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Masking: Double Blind (Subject, Caregiver, Investigator)|Primary Purpose: Treatment","DIC-301","January 29, 2008","01/01/2008",2009-12-01,"February 3, 2010","01/02/2010","",2009-07-01,"The change in the Pregnancy Unique Quantification of Emesis (PUQE) score from baseline between Diclectin?ó and placebo.","http://ClinicalTrials.gov/show/NCT00614445",NA
